Message ID;Content_en;Content_de;Content_it;Content_nl;info;MPAM;weekly;daily;difficulty;purpose;activity;category;Video_it;Video_nl
684;You can make a difference to your body and health. Don't stop and do nothing because your body relies on your motivation to make a difference;Du kannst deinen Körper und deine Gesundheit verbessern. Höre nicht auf zu trainieren, denn dein Körper ist auf deine Motivation angewiesen, um gesund zu bleiben.;La tua salute psico-corporea è nelle tue mani. Prova a non fermarti, la tua motivazione farà la differenza.;Jij kunt een verschil maken voor je lichaam en gezondheid. Stop niet, want je lichaam vertrouwt op jouw motivatie om het verschil te maken;;0;;dq;;;;;;
686;You can do this, I know you can. Just take baby steps, one thing at a time.;Du kannst es schaffen, ich weiß, dass du es kannst. Der Schlüssel zum Erfolg sind kleine Schritte, einer nach dem anderen.;Puoi farlo, sai che puoi. Inizia con un piccolo passo, una cosa alla volta.;Je kunt dit, ik weet dat je het kunt. Neem gewoon babystapjes, één ding tegelijk.;;0;;dq;;;;;;
688;Get up and exercise. You have no good reason not to.;Steh auf und trainiere. Du hast keinen guten Grund, es nicht zu tun.;Forza e coraggio! Forse hai bisogno di uno stimolo da parte mia. Non ci sono buone ragioni per restare fermi.;Sta op en ga bewegen. Je hebt geen goede reden om het niet te doen.;;0;;dq;;;;;;
695;Great job finishing you exercise. Let's go a little harder next time!;Tolle Arbeit! Lass uns das nächste Mal die Intensität etwas erhöhen.;Ottimo, hai finito l'esercizio! Forse puoi spingere un pò di più la prossima volta.;Geweldig dat je de oefening af hebt gemaakt. Laten we de volgende keer er nog een tandje bij doen!;;0;;ia;;;;;;
697;Good workout but next time I want to see you step it up.;Gutes Training, aber beim nächsten Mal möchte ich sehen, dass du dich mehr anstrengst.;Buon allenamento, ma la prossima volta potresti fare di più.;Goede training, maar de volgende keer wil ik dat je het tempo opvoert.;;0;;ia;;;;;;
699;Next time push yourself a little bit more;Treib dich das nächste Mal ein bisschen mehr an. ;Potresti sforzarti un pò di più la prossima volta. Che ne pensi?;Push jezelf nog iets meer de volgende keer.;;0;;ia;;;;;;
700;You're making good progress. Next time you can step it up a little.;Du machst gute Fortschritte. Das nächste Mal kannst du die Trainingsintensität ein wenig steigern.;Stai facendo buoni progressi. Mantieni il ritmo e, se lo desideri, la prossima volta puoi intensificare un pochino.;Je boekt goede vooruitgang. De volgende keer kun je het een beetje opvoeren.;;0;;ia;;;;;;
704;Next time you exercise, plan on pushing yourself a bit harder.;Wenn du das nächste Mal trainierst, nimm dir vor, dich etwas mehr zu verausgaben.;La prossima volta che ti alleni, valuta se puoi programmare di fare un pò di più.;Neem jezelf voor de volgende keer dat je oefent je nog iets meer in te zetten.;;0;;ia;;;;;;
713;Remember the plan - really go for it today!;Erinnere dich an den Plan - steigere die Intensität heute etwas!;Ricorda il tuo obiettivo: fallo oggi!;Denk aan je plan: ga er vandaag echt voor!;;0;;ib;;;;;;
715;I know you can increase the intensity this time.;Ich weiß, dass du diesmal die Intensität erhöhen kannst.;Credo che puoi aumentare d'intensità questa volta.;Ik weet dat je deze keer de intensiteit kunt verhogen.;;0;;ib;;;;;;
723;I know you can step it up a notch this time.;Ich weiß, dass du diesmal noch einen Schritt weiter gehen kannst.;Penso che questa volta puoi fare un passo avanti.;Ik weet dat je deze keer net iets meer kunt doen.;;0;;ib;;;;;;
724;Are you ready to take it up a notch?;Bist du bereit, die Intensität etwas zu steigern?;Sei pronto a fare un passo avanti?;Ben je klaar om een stapje verder te gaan?;;0;;ib;;;;;;
728;Remember last time how well you did? This time challenge yourself and bump up the intensity.;Erinnerst du dich an das letzte Mal, wie gut du es gemacht hast? Fordere dich diesmal selbst heraus und steigere die Intensität.;Ricordi com'è andata bene l'ultima volta? Oggi potresti metterti alla prova e aumentare l'intensità.;Weet je nog hoe goed je het de vorige keer deed? Daag jezelf deze keer uit en verhoog de intensiteit.;;0;;ib;;;;;;
730;This time we already know you can finish so lets step it up a notch.;Dieses Mal wissen wir bereits, dass du das Training schaffst. Lass uns also noch einen Schritt weiter gehen und die Intensität erhöhen.;Questa volta sappiamo già che puoi farcela, quindi facciamo un passo avanti.;Deze keer weten we al dat je het kunt afmaken, dus laten we een stapje verder gaan.;;0;;ib;;;;;;
731;You can increase the intensity today!;Du kannst die Intensität heute erhöhen!;Puoi aumentare l'intensità oggi!;Je kunt vandaag de intensiteit verhogen!;;0;;ib;;;;;;
732;You did great the last time, try and step it up some.;Du hast das Training das letzte Mal großartig gemacht, versuche aber es noch ein bisschen zu steigern.;L'ultima volta è andata alla grande! Oggi te la senti di intensificare un pò?;Je hebt het de vorige keer geweldig gedaan, probeer dit keer iets verder te gaan.;;0;;ib;;;;;;
741;Last time you did a lot, but I know you have it in you to increase the intensity.;Das letzte Mal hast du viel getan, aber ich weiß, dass du es in dir hast, die Intensität zu erhöhen.;L'altra volta hai fatto molto, e mi chiedo se oggi puoi fare qualcosa in più.;De afgelopen keer heb je veel gedaan, maar ik weet dat je het in je hebt om de intensiteit nog iets te verhogen.;;0;;ib;;;;;;
753;You did great last time. Try to do that again.;Du hast es das letzte Mal großartig gemacht. Mach es heute genau so.;Hai fatto davvero bene l'ultima volta. Prova a farlo di nuovo.;Je hebt het de vorige keer geweldig gedaan. Probeer dat weer te doen.;;0;;mb;;;;;;
757;Remember, just do exactly what you did last time.  You can do it.;Denke daran, tue genau das, was du das letzte Mal getan hast. Du kannst es schaffen.;Ricorda, fai esattamente quello che hai fatto l'ultima volta. Puoi farcela.;Onthoud, doe precies wat je vorige keer ook deed. Je kunt het.;;0;;mb;;;;;;
759;You did great last time you'll do great again!;Du hast es das letzte Mal großartig gemacht, du wirst es wieder großartig machen!;Sei stato grande l'ultima volta e lo sarai di nuovo!;De vorige keer deed je het geweldig, je zult het nu ook geweldig doen!;;0;;mb;;;;;;
760;I'm so glad you are back again! Let's have another great workout today!;Ich bin so froh, dass du wieder zurück bist! Lass uns heute ein weiteres großartiges Training haben!;Sono così felice che tu sia tornato! Facciamo un altro ottimo allenamento oggi!;Ik ben heel blij dat je weer terug bent! Laten we weer een geweldige training doen vandaag!;;0;;mb;;;;;;
763;Are you ready for another great day?!;Bist du bereit für einen weiteren tollen Tag?!;Sei pronto per un'altra fantastica giornata?;Ben je weer klaar voor een geweldige dag?!;;0;;mb;;;;;;
769;Lets try to match the intensity of the last workout.;Versuchen wir, die Intensität des letzten Trainings zu wiederholen.;Proviamo a riprendere l'intensità dell'ultimo allenamento.;Laten we proberen om een dezelfde intensiteit aan te houden als tijdens de vorige training.;;0;;mb;;;;;;
776;Remember how good it felt last time!;Denk daran, wie gut es sich beim letzten Mal angefühlt hat!;Ricorda quanto ti sei sentito bene l'ultima volta!;Bedenk hoe goed het de vorige keer voelde!;;0;;mb;;;;;;
778;Consistency is the key and you're already on the right track to having a consistent and wonderful exercise every time!;Konsistenz ist der Schlüssel und du bist bereits auf dem richtigen Weg, um jedes Mal eine konsistente und wundervolle Übung durchzuführen!;La coerenza è la chiave e sei già sulla buona strada per continuare ad esercitarti costantemente e meravigliosamente!;Concequent zijn is de sleutel tot succes en je bent al op de goede weg om steeds weer een fijne en constante training te doen!;;0;;mb;;;;;;
781;Once again make yourself proud!;Mach dich ein weiteres Mal stolz!;Ancora una volta puoi sentirti orgoglioso!;Maak jezelf opnieuw trots!;;0;;mb;;;;;;
789;Don't you think that you would feel better if you start to exercise now?;Glaubst du nicht, dass du dich besser fühlen würdest, wenn du jetzt anfängst zu trainieren?;Non pensi che ti sentiresti meglio se iniziassi ad esercitarti subito?;Denk je niet dat je je beter zou voelen als je nu gaat sporten?;;0;;neg;;;;;;
790;Wouldn't it be worth for your own well-being to start exercising?;Ist es dir nicht wert für dein Wohlbefinden mit dem Training zu beginnen?;Non varrebbe la pena iniziare ad allenarti per il tuo benessere?;Zou het voor je eigen welzijn niet de moeite waard zijn om te beginnen met sporten?;;0;;neg;;;;;;
791;Are you done doing nothing?;Bist du fertig damit, nichts zu tun?;Non rimandare, smetti di procrastinare!;Ben je klaar met nietsdoen?;;0;;neg;;;;;;
805;You gotta start somewhere to get to your goal.  How bad do you want it?;Du musst irgendwo anfangen, um an dein Ziel zu gelangen. Wie sehr willst du es?;Bisogna iniziare da qualche parte per raggiungere il tuo obiettivo. Quanto ti senti motivato ora? ;Je moet ergens beginnen om je doel te bereiken. Hoe graag wil je het?;;0;;neg;;;;;;
813;Start exercising for the sake of your health!;Starte mit dem Training, deiner Gesundheit zuliebe!;Coraggio, potresti iniziare ora ad allenarti, è per la tua salute!;Begin met sporten omwille van je gezondheid!;;0;;neg;;;;;;
818;Stop saying tomorrow.;Hör auf es auf morgen zu verschieben!;Cogli l'attimo, smetti di rimandare a domani.;Stop met uitstellen tot morgen.;;0;;neg;;;;;;
820;If you keep on going, these exercises will get much easier for you in the future!;Wenn du weitermachst, werden diese Übungen für dich in Zukunft viel einfacher. Versporchen!;Se continui a fare questi esercizi, ti risulteranno molto più facili in futuro!;Als je door blijft gaan, zullen deze oefeningen in de toekomst veel gemakkelijker voor je worden!;;0;;neu;;;;;;
824;If you keep on exercising regularly, it will pay off afterwards.;Wenn du regelmäßig weiter trainierst, zahlt es sich später aus.;Se continui ad allenarti regolarmente, ne sarai ripagato.;Als je regelmatig blijft sporten, loont het achteraf.;;0;;neu;;;;;;
834;You already started, that's good! Now try to hold on.;Du hast schon angefangen, das ist gut! Versuche nun durchzuhalten.;Hai già inizaito, bene! Adesso prova a mantenere il ritmo.;Je bent al begonnen, dat is goed! Probeer dit nu vast te houden.;;0;;neu;;;;;;
839;Always remember, it is important to go easy on yourself. You did well.;Denk immer daran, es ist wichtig, sich selbst zu schonen. Du hast es gut gemacht.;Ricorda sempre che è importante andare con calma. Hai fatto bene.;Onthoud altijd dat het belangrijk is om het jezelf niet al te moeilijk te maken. Je hebt het goed gedaan.;;0;;neu;;;;;;
841;Remember, changing behaviour takes time. Don't be too hard on yourself if it sometimes doesn't work.  It will get better next time.;Denk daran, dass Verhaltensänderungen Zeit brauchen. Sei nicht zu hart mit dir selbst, wenn es manchmal nicht funktioniert. Beim nächsten Mal wird es besser.;Ricorda, cambiare atteggiamento richiede tempo. Non essere troppo severo con te stesso se a volte non va bene. Andrà meglio la prossima volta.;Onthoud dat het veranderen van gedrag tijd kost. Wees niet te streng voor jezelf als het soms niet werkt. De volgende keer wordt het beter.;;0;;neu;;;;;;
893;No matter how slow you go, you are still lapping everybody on the couch.;Egal wie langsam du trainierst, du überholst immer noch alle die auf der Couch sitzen.;Non importa quanto tu vada lentamente, stai comunque facendo bene.;Hoe langzaam je ook gaat, Je hebt nog steeds iedereen die op de bank zit verslagen.;;0;;neu;;;;;;
909;You did a good job don't be disappointed.;Du hast tolle Arbeit geleistet, sei nicht enttäuscht.;Hai fatto un buon lavoro, non sentirti deluso.;Je hebt het goed gedaan, wees niet teleurgesteld.;;0;;neu;;;;;;
914;It's alright. Keep at it. You will be able to get there soon enough.;Es ist in Ordnung. Weiter so. Du wirst früh genug dein Ziel erreichen.;Va tutto bene. Continua a farlo. Sarai in grado di arrivarci abbastanza presto.;Het is oké. Ga ermee door. Je zult het binnenkort kunnen halen.;;0;;neu;;;;;;
915;You gave it all you got.  That's what counts!;Du hast alles gegeben was du hast. Darauf kommt es an!;Hai dato il massimo. Questo è ciò che conta!;Je hebt alles gegeven wat je in je hebt. Dat is wat telt!;;0;;neu;;;;;;
927;You pushed yourself and didn't give up. Next time you'll do even better. It'll get easier. Don't give up.;Du hast dich angestrengt und nicht aufgegeben. Nächstes Mal wirst du es noch besser machen. Es wird einfacher. Gib nicht auf.;Ti sei sforzato e non ti sei arreso. La prossima volta farai ancora meglio. Sarà più facile. Non mollare.;Je zette door en gaf niet op. De volgende keer doe je het nog beter. Het wordt steeds makkelijker. Geef niet op.;;0;;neu;;;;;;
947;Congrats, you've succeeded in another healthy exercise.;Herzlichen Glückwunsch, du hast eine weitere Übung erfolgreich absolviert.;Complimenti, hai fatto un altro esercizio salutare.;Gefeliciteerd, je bent er weer in geslaagd om een gezonde oefening te doen.;;0;;pos;;;;;;
958;You're doing great. Just keep going and you'll reach your goal.;Du machst das großartig. Mach einfach weiter und du wirst dein Ziel erreichen.;Stai andando molto bene. Continua così e raggiungerai il tuo obiettivo.;Je doet het geweldig. Blijf gewoon doorgaan en je zult je doel bereiken.;;0;;pos;;;;;;
970;Keep up the good work. The results of your hard work and dedication to fitness will surely pay off.;Mach weiter so. Die Ergebnisse deiner harten Arbeit und deines Engagements für Fitness werden sich sicherlich auszahlen.;Continua così. I risultati del tuo duro lavoro e della tua dedizione ti ripagheranno sicuramente.;Ga zo door. De resultaten van je harde werk en toewijding aan bewegen zullen zeker lonen.;;0;;pos;;;;;;
972;You are doing awesomely. Keep it up.;Du machst das großartig. Mach weiter.;Stai andando benissimo. Continua così.;Je doet het geweldig. Ga zo door.;;0;;pos;;;;;;
974;Every time you exercise, your body becomes healthier! Keep up the good work!;Jedes Mal, wenn du trainierst wird dein Körper gesünder! Mach weiter so!;Ogni volta che ti alleni, diventi più sano! Continua così!;Elke keer dat je traint, wordt je lichaam gezonder! Ga zo door!;;0;;pos;;;;;;
1001;Wonderful job today! Keep it up!;Wunderbare Arbeit heute! Mach weiter!;Bellissimo lavoro oggi! Continua così!;Geweldig werk vandaag! Ga zo door!;;0;;pos;;;;;;
1005;Don't you agree that you feel more relaxed than before?;Stimmst du nicht zu, dass du dich entspannter fühlst als zuvor?;E' vero che ti senti più rilassato di prima?;Voel je je nu niet meer ontspannen dan hiervoor?;;0;;pos;;;;;;
1008;Keep it up!  Remember that you're improving your health!;Mach weiter! Denke daran, dass du deine Gesundheit verbesserst!;Continua così! Ricorda che ti stai divertendo e stai migliorando la tua salute!;Ga zo door! Onthoud dat je werkt aan een betere gezondheid!;;0;;pos;;;;;;
1012;Don't forget, you committed to start with some exercise in the future, and now is the time to stick to your promises.;Vergiss nicht, du hast dich verpflichtet dich in Zukunft etwas mehr zu bewegen, und jetzt ist es an der Zeit, dein Versprechen einzuhalten.;Non dimenticare, hai deciso di iniziare delle attività fisiche e ora è il momento di rispettare l'impegno con te stesso.;Vergeet niet dat je je hebt voorgenomen om te starten met meer bewegen. Nu is het moment om je aan je voornemen te houden.;;0;;stg;;;;;;
1013;You started for a reason, keep that in mind.;Du hast einen guten Grund gehabt anzufangen, denk daran.;Ricordi quella ragione per cui hai iniziato? Se è ancora valida, avanti tutta!;Je had een goede reden om hiermee te beginnen, onthou dat.;;0;;stg;;;;;;
1014;When you feel like quitting, think about why you started.;Wenn du aufhören möchten, denke darüber nach, warum du angefangen hast.;Quando hai voglia di smettere, pensa ai momenti piacevoli nel fare attività fisica. Puoi concedertene uno ora?;Als je wil stoppen, bedenk dan waarom je bent begonnen.;;0;;stg;;;;;;
1019;You can always find time to stay healthy.;Du kannst immer Zeit finden um etwas für deine Gesundheit zu tun!;Puoi sempre trovare del tempo da dedicare a te stesso in modo piacevole e salutare.;Je kunt altijd tijd vinden om gezond te blijven.;;0;;stg;;;;;;
1027;This is your first goal.;Dies ist dein erstes Ziel.;Questo è il tuo primo obiettivo.;Dit is je eerste doel.;;0;;;;first_goal_title;;;;
1028;Hello, great that you decided to be more active! We use a a unique system where you can choose your physical activities freely and receive credits after completion. Every week you get new credit pool which you can use to pick  your favorite activities. Depending on how active you are the credit score gets either higher or lower. Remember, the higher the better!But enough talk let's get started!;Hallo, toll, dass du dich entschieden hast, aktiver zu sein! Wir verwenden ein einzigartiges System, mit dem du deine körperlichen Aktivitäten frei wählen und nach Abschluss Credits erhalten kannst. Jede Woche erhältst du einen neuen Kreditpool, mit dem du deine Lieblingsaktivitäten auswählen kannst. Je nachdem, wie aktiv du bist, wird der Kredit-Score entweder höher oder niedriger. Denke daran, je höher desto besser!  Aber genug geredet, fangen wir an!;Ciao, è fantastico che hai deciso di essere più attivo! Usiamo un sistema unico in cui puoi scegliere le tue attività fisiche e ricevere crediti dopo il completamento di ciascuna. Ogni settimana riceverai dei crediti che potrai utilizzare per scegliere le tue attività preferite. A seconda di quanto sei attivo, il tuo credito aumenta o diminuisce. Ricorda, più è alto, meglio è! La prima settimana hai 1000 crediti per conoscere il sistema e non esagerare. Ma basta con le chiacchiere, iniziamo!;Hallo, geweldig dat je hebt besloten om actiever te worden! We gebruiken een uniek systeem waarbij je zelf je fysieke activiteiten kunt kiezen en na afronding punten kunt ontvangen. Elke week krijg je een nieuw aantal punten die je kunt verdelen over je favoriete activiteiten. Afhankelijk van hoe actief je bent, wordt de puntenscore hoger of lager. Onthoud: hoe hoger, hoe beter! Maar genoeg gepraat, laten we beginnen!;;0;;;;first_goal_text;;;;
1033;This constellation generates {} credits. ;Diese Konstellation generiert {} Credits.;Questa classe di allenamento genera {} crediti;Deze samenstelling van activiteiten levert {} punten op.;;0;;;;credits_information_general;;;;
1034;You still need {} more credits in order to set up a weekly physical goal which matches your profile. You can add another physical activity to so.;Du benötigst noch {} mehr Credits, um das wöchentliches Ziel zu erreichen, das deinem Profil entspricht. Du kannst dazu eine weitere körperliche Aktivität hinzufügen.;Hai ancora bisogno di {} crediti per impostare un obiettivo fisico settimanale che corrisponda al tuo profilo. Quindi puoi aggiungere un'altra attività fisica.;Je hebt nog {} punten nodig om het beweegdoel te halen dat past bij je profiel. Je kan nog een beweegactiviteit toevoegen om dit te halen.;;0;;;;credits_information_more;;;;
1035;With this constellation you meet your goal for this week. Congrats! ;Mit dieser Konstellation erreichst du dein Ziel für diese Woche. Glückwunsch!;Con questo set di esercizi hai raggiunto impostato il tuo obiettivo per questa settimana. Congratulazioni!;Met deze samenstelling van activiteiten haal je je weekdoel. Gefeliciteerd!;;0;;;;credits_information_stay;;;;
1036;With this constellation you exceed your goal by {} credits. Consider to do less and do not push too hard!;Mit dieser Konstellation übertriffst du dein Ziel um {} Credits. Erwäge weniger zu tun und es nicht zu übertreiben!;Con questa classe di allenamenti hai superato il tuo obiettivo di {} crediti. Se vuoi, poui fare un pò meno senza spingerti troppo oltre i tuoi limiti!;Deze samenstelling van activiteiten gaat met {} punten over je gestelde doel heen. Overweeg om iets minder te doen om jezelf niet te overvragen.;;0;;;;credits_information_less;;;;
1037;Your {} physical activity is scheduled for {} minutes today.;Deine {} körperliche Aktivität ist heute für {} Minuten geplant.;Per oggi sono previsti {} minuti di attività fisica: {};Je {} beweegactiviteit is ingepland voor {} minuten vandaag.;;0;;;;notification_morning_activity;;;;
1038;This activity will increase your weekly physical acitivty goal by {} percent.;Diese Aktivität erhöht dein wöchentliches Ziel für körperliche Aktivität um {} Prozent.;Questa attività aumenterà il tuo obiettivo settimanale di esercizio fisico del {} percento.;Deze activiteit zal je wekelijkse beweegdoel verhogen met {} procent;;0;;;;notification_morning_credits;;;;
1039;Physical Activity;Körperliche Aktivität;Attività fisica;Beweging;;0;;;;dashboard_title;;;;
1040;Your physical activity score is {}%.;Dein erreichter Wert für körperliche Aktivität beträgt {}%.;;Je beweegscore is {} %.;;0;;;;dashboard_content;;;;
1041;Well done! ;Gut gemacht!;Ben fatto!;Goed gedaan!;;0;;;;dashboard_content_pos;;;;
1042;What's more important right now? ;Was ist momentan wichtiger?;Datti la priorità ora, non c'è nulla di più importante!;Wat is op dit moment belangrijker?;;0;;;;dashboard_content_neg;;;;
1043;Keep up the good work! ;Mach weiter so!;Continua questo buon lavoro!;Blijf zo doorgaan!;;0;;;;dashboard_content_neu;;;;
1044;Here are your weekly physical activity achievements. ;Hier sind deine wöchentlichen Erfolge für physische Aktivität.;Ecco i risultati del tuo esercizio fisico settimanale.;Hier zijn je wekelijkse behaalde beweegdoelen;;0;;;;service_title;;;;
1045;Your weekly goal targets the achievement of {} activity credits. ;Dein wöchentliches Ziel zielt auf das Erreichen von {} Credits ab.;Il tuo obiettivo settimanale mira al raggiungimento di {} crediti.;Je weekdoel is streven naar het behalen van {} punten.;;0;;;;goalinfo_info;;;;
1046;So far, you have defined {} credits.;Bisher hast du {} Credits vergeben.;Finora hai raggiunto {} crediti.;Tot nu toe heb je {} toegewezen punten.;;0;;;;goalinfo_achieved;;;;
1047;Please allocate the remaining {} credits by adding additional activities. ;Bitte vergib die verbleibenden {} Credits, indem du zusätzliche Aktivitäten hinzufügst.;Puoi acquisire i rimanenti {} crediti aggiungendo altre attività.;Geef de resterende {} punten uit door extra activiteiten toe te voegen.;;0;;;;goalinfo_remaining;;;;
1048;Currently, your weekly goal consists of following activities:;Derzeit besteht dein wöchentliches Ziel aus folgenden Aktivitäten:;Attualmente, il tuo obiettivo settimanale consiste nelle seguenti attività:;Op dit moment bestaat je weekdoel uit de volgende activiteiten:;;0;;;;goalinfo_activities;;;;
1049;This activity is equivalent to {} activity credits. ;Diese Aktivität entspricht {} Credits.;Questa arrività corrisponde a {} crediti.;Deze activiteit staat gelijk aan {} beweegpunten;;0;;;;goalinfo_activity_info;;;;
1050;You achieved already {} credits.;Du hast bereits {} Credits erreicht.;Hai già acquisito {} crediti.;Je hebt al {} punten behaald.;;0;;;;goalinfo_activity_achieved;;;;
1051;How was your {}?;Wie war dein {}?;Com'è stato il tuo {}?;Hoe ging je {}?;;0;;;;notification_evening_title;;;;
1052;You were supposed to do it today. Where you able to do it?;Du hättest es heute tun sollen. Hast du es geschafft?;Avevi programmato questa attività per oggi. Sei riuscito a svolgerla?;Je was van plan dit te doen vandaag. Is het gelukt?;;0;;;;notification_evening_content;;;;
1053;Was it difficult for you?;War es schwierig für dich?;E' stato difficile per te?;Was het moeilijk voor je?;;0;;;;notification_evening_done;;;;
1054;Why did you skip the activity?;Warum hast du die Aktivität nicht gemacht?;Come mai hai saltato l'attività?;Waarom heb je deze activiteit overgeslagen?;;0;;;;notification_evening_notdone_content;;;;
1055;You managed to get throught the week. You achieved {}% of your weekly goal. ;Du hast es geschafft, die Woche durchzuhalten. Du hast {}% deines wöchentlichen Ziels erreicht.;Sei riuscito a superare la settimana. Hai raggiunto il {}% del tuo obiettivo settimanale.;Je hebt het einde van de week gehaald. Je hebt {} % van je weekdoel behaald.;;0;;;;notification_goal_content;;;;
1056;Your goal for next week will be to {} by {} credits to {}. Does that sound reasonable to you?;Dein Ziel für die nächste Woche ist die {} von {} Credits auf {}. Klingt das vernünftig für dich?;Il tuo obiettivo per la prossima settimana sarà {] di {} crediti a {}. Vorresti rivedere qualcosa?;Je doel voor volgende week zal zijn om {} met {} punten tot {}. Klinkt dat redelijk?;;0;;;;notification_goal_newgoal;;;;
1057;You completed this activity;Du hast diese Aktivität abgeschlossen;Hai completato questa attività.;Je hebt deze activiteit afgemaakt;;0;;;;goalinfo_activity_completed;;;;
1058;Your goal for the upcoming week is to {} your activity credits by {} units. Does that sound reasonable to you? ;Dein Ziel für die kommende Woche ist es, deine Credits um {} Einheiten zu erhöhen. Klingt das vernünftig für dich?;Il tuo obiettivo per la prossima settimana è di {} crediti per attività di {} unità. Ti sembra appropriato?;Je doel voor de komende week is om je beweegpunten {} met {} punten. Klinkt dat redelijk?;;0;;;;goalprogress_info;;;;
1059;Alright, you can also set your own goal;Okay, du kannst dir auch ein eigenes Ziel setzen;Ok, a questo punto puoi fissare il tuo obiettivo personale.;Oké, je kunt ook je eigen doel stellen.;;0;;;;goalprogress_adjustment_title;;;;
1060;What's a reasonable goal in your opinion? ;Was ist deiner Meinung nach ein besseres Ziel?;Qual'è un obiettivo ragionevole per te?;Wat is een redelijk doel in jouw ogen?;;0;;;;goalprogress_adjustment_content;;;;
1061;Increase by {};Erhöhen um {};Aumenta di {};Verhogen met {}.;;0;;;;goalprogress_adjustment_increase;;;;
1062;Ok, {} sounds reasonable;Ok, {} klingt gut;Ok, {} sembra fattibile;Oké, {} klinkt redelijk.;;0;;;;goalprogress_adjustment_stay;;;;
1063;Decrease by {} ;Verringern um {} ;Diminuisci di {};Verminderen met {}.;;0;;;;goalprogress_adjustment_decrease;;;;
1064;The activity was too hard;Die Aktivität war zu schwer;L'attività è stata troppo difficile;De activiteit was te lastig.;;0;;;;reason;;;;
1065;I had no time doing the activity;Ich hatte keine Zeit die Aktivität zu machen;Non ho avuto tempo di fare gli esercizi;Ik had er geen tijd voor.;;0;;;;reason;;;;
1066;I find this activity not useful;Ich finde die Aktivität nicht nützlich;Non ho trovato utile questa attività;Ik vond deze activiteit niet nuttig.;;0;;;;reason;;;;
1067;I could not motivate myself;Ich konnte mich nicht motivieren;Non ho avuto abbastanza motivazione.;Ik kon mezelf er niet toe zetten.;;0;;;;reason;;;;
1068;Cycling is an efficient and joint-friendly cardiovascular training. This type of training improves cardiac muscle work, which optimizes blood redistribution, lowers blood pressure, stabilizes blood sugar and strengthens the immune system. It increases the general endurance, as well as the respiratory function and thus influences the stamina in everyday life. In addition to improving the general endurance, especially the leg muscles can be strengthened.;Radfahren ist ein effizientes und gelenkschonendes Herz-Kreislauftraining . Diese Art des Trainings bewirkt eine Verbesserung der Herzmuskelarbeit, wodurch die Blutumverteilung optimiert, der Blutdruck gesenkt, Blutzucker stabilisiert und das Immunsystem gestärkt wird. Es steigert die allgemeine Ausdauerfähigkeit, sowie die Atemfunktion und beeinflusst somit das Durchhaltevermögen im Alltag,  Neben der Verbesserung der allgemeinen Ausdauer, kann vor allem die Beinmuskulatur gekräftigt werden. ;Il ciclismo è un allenamento cardiovascolare efficace e adatto alle articolazioni. Questo tipo di allenamento migliora il lavoro dei muscoli cardiaci, ottimizza la ridistribuzione del sangue, abbassa la pressione sanguigna, stabilizza lo zucchero nel sangue e rafforza il sistema immunitario. Aumenta la resistenza generale, così come la funzione respiratoria e quindi influenza la resistenza nella vita di tutti i giorni. Oltre a migliorare la resistenza generale, in particolare vengono rafforzati i muscoli delle gambe.;Fietsen is een efficiente activiteit voor het trainen van je hart en bloedvaten en vriendelijk voor je gewrichten. Dit type van training verbetert de werking van je hartspier en daardoor ook de bloeddoorstroming. Het verlaagt de bloeddruk, stabiliseert de suikerwaardes in het bloed en ondersteunt het immuunsysteem. Het verbetert het uithoudingsvermogen en de ademhaling. Ook worden de beenspieren versterkt.;;0;;;;;cycling;description;;
1069;This cardiovascular training in the fresh air also enables beginners to do a longer endurance session. The joint-protecting component makes it particularly suitable for people with complaints to train the cardiovascular system.;Dieses Herz-Kreislauftraining an der frischen Luft ermöglicht auch EinsteigerInnen eine längere Ausdauereinheit zu absolvieren. Die gelenkschonende Komponente macht es für Personen mit Beschwerden besonders geeignet, um das Herz-Kreislaufsystem zu trainieren.;Questo allenamento all'aria aperta consente a tutti di fare una sessione di resistenza più lunga. L'allenamento è particolarmente adatto per persone con disturbi del sistema cardiovascolare, senza gravare sulle articolazioni.;Deze cardiovasculaire training in de frisse lucht stelt ook beginners in staat om een ??langere duurtraining te doen. Het gewrichtsbeschermende component maakt het bijzonder geschikt voor mensen met klachten om het cardiovasculaire systeem te trainen.;;0;;;;;cycling;advantage;;
